group	colour	key	showSelected2	showSelected3	x	xend
1	#F8766D	-1.4069480211474	0	erreur	-1.4069480211474	-1.4069480211474
1	#F8766D	-0.767256602179259	0	erreur	-0.767256602179259	-0.767256602179259
1	#F8766D	0.437120180111378	0	erreur	0.437120180111378	0.437120180111378
1	#F8766D	2.44924673996866	0	erreur	2.44924673996866	2.44924673996866
1	#F8766D	-1.78990841377527	0	erreur	-1.78990841377527	-1.78990841377527
1	#F8766D	2.39033810980618	0	erreur	2.39033810980618	2.39033810980618
1	#F8766D	2.66805161163211	0	erreur	2.66805161163211	2.66805161163211
1	#F8766D	0.964786754921079	0	erreur	0.964786754921079	0.964786754921079
1	#F8766D	0.774684263393283	0	erreur	0.774684263393283	0.774684263393283
1	#F8766D	-2.62928237719461	0	erreur	-2.62928237719461	-2.62928237719461
1	#F8766D	-1.76415255060419	0	erreur	-1.76415255060419	-1.76415255060419
1	#F8766D	-1.94065948482603	0	erreur	-1.94065948482603	-1.94065948482603
1	#F8766D	1.1221370799467	0	erreur	1.1221370799467	1.1221370799467
1	#F8766D	-0.695377690717578	0	erreur	-0.695377690717578	-0.695377690717578
1	#F8766D	1.61904851999134	0	erreur	1.61904851999134	1.61904851999134
1	#F8766D	-0.0138045474886894	0	erreur	-0.0138045474886894	-0.0138045474886894
1	#F8766D	1.30571104958653	0	erreur	1.30571104958653	1.30571104958653
1	#F8766D	2.9514365689829	0	erreur	2.9514365689829	2.9514365689829
1	#F8766D	-0.719788923393935	0	erreur	-0.719788923393935	-0.719788923393935
1	#F8766D	1.66467132791877	0	erreur	1.66467132791877	1.66467132791877
1	#F8766D	2.60823138663545	0	erreur	2.60823138663545	2.60823138663545
1	#F8766D	-1.72714487230405	0	erreur	-1.72714487230405	-1.72714487230405
1	#F8766D	0.910042596515268	0	erreur	0.910042596515268	0.910042596515268
1	#F8766D	-2.2466694242321	0	erreur	-2.2466694242321	-2.2466694242321
1	#F8766D	-1.39667598763481	0	erreur	-1.39667598763481	-1.39667598763481
1	#F8766D	-0.683315444737673	0	erreur	-0.683315444737673	-0.683315444737673
1	#F8766D	-2.91965800104663	0	erreur	-2.91965800104663	-2.91965800104663
1	#F8766D	-0.705672257579863	0	erreur	-0.705672257579863	-0.705672257579863
1	#F8766D	2.21814507432282	0	erreur	2.21814507432282	2.21814507432282
1	#F8766D	-0.957906019873917	0	erreur	-0.957906019873917	-0.957906019873917
1	#F8766D	-0.107519307173789	0	erreur	-0.107519307173789	-0.107519307173789
1	#F8766D	0.59739495255053	0	erreur	0.59739495255053	0.59739495255053
1	#F8766D	-0.0387521577067673	0	erreur	-0.0387521577067673	-0.0387521577067673
1	#F8766D	-1.88269439153373	0	erreur	-1.88269439153373	-1.88269439153373
1	#F8766D	1.96423991164193	0	erreur	1.96423991164193	1.96423991164193
1	#F8766D	1.01080042915419	0	erreur	1.01080042915419	1.01080042915419
1	#F8766D	1.76543916435912	0	erreur	1.76543916435912	1.76543916435912
1	#F8766D	-2.35233824467286	0	erreur	-2.35233824467286	-2.35233824467286
1	#F8766D	1.34226567624137	0	erreur	1.34226567624137	1.34226567624137
1	#F8766D	-0.53235342213884	0	erreur	-0.53235342213884	-0.53235342213884
1	#F8766D	1.92567776469514	0	erreur	1.92567776469514	1.92567776469514
1	#F8766D	0.882361162919551	0	erreur	0.882361162919551	0.882361162919551
1	#F8766D	1.69759657373652	0	erreur	1.69759657373652	1.69759657373652
1	#F8766D	0.318217869848013	0	erreur	0.318217869848013	0.318217869848013
1	#F8766D	0.178317481186241	0	erreur	0.178317481186241	0.178317481186241
1	#F8766D	1.73613739013672	0	erreur	1.73613739013672	1.73613739013672
1	#F8766D	-2.86001278599724	0	erreur	-2.86001278599724	-2.86001278599724
1	#F8766D	-0.13661960978061	0	erreur	-0.13661960978061	-0.13661960978061
1	#F8766D	1.3938824320212	0	erreur	1.3938824320212	1.3938824320212
1	#F8766D	1.15638933889568	0	erreur	1.15638933889568	1.15638933889568
1	#F8766D	-0.134282267186791	0	erreur	-0.134282267186791	-0.134282267186791
1	#F8766D	2.1672568609938	0	erreur	2.1672568609938	2.1672568609938
1	#F8766D	-0.371417356655002	0	erreur	-0.371417356655002	-0.371417356655002
1	#F8766D	-1.5312163378112	0	erreur	-1.5312163378112	-1.5312163378112
