group	y	yend
1	0.933196336220535	0
1	3.83277344408565	0
1	4.20298313540266	0
1	13.0890550842129	0
1	2.07919871608019	0
1	8.13973945137633	0
1	11.3109613281212	0
1	8.40622292010059	0
1	7.70093123009355	0
1	-0.869341528701938	0
1	4.49525723569331	0
1	1.89836750317081	0
1	6.00179299880979	0
1	-0.820155155790156	0
1	10.4879588762689	0
1	4.88252368699216	0
1	7.57904157297518	0
1	12.7905455593364	0
1	5.20286454340831	0
1	9.51714529827255	0
1	12.0544175164873	0
1	3.10998285685403	0
1	6.96921515976092	0
1	-3.47204224019094	0
1	3.44629952051981	0
1	3.52111163146665	0
1	-1.15090701550391	0
1	0.647150717041725	0
1	8.4799900384284	0
1	3.92007108065157	0
1	7.50232048871051	0
1	5.98921445041507	0
1	5.6978389077052	0
1	1.12700113576673	0
1	6.17436070962664	0
1	6.19161173170902	0
1	7.74229842129755	0
1	0.176696717231899	0
1	9.8845820964505	0
1	5.46164465263741	0
1	8.5223083368831	0
1	6.25799896556609	0
1	9.78911989828251	0
1	6.74976213704334	0
1	3.97912357327344	0
1	7.0572844663492	0
1	0.00913835227917714	0
1	6.26382662946961	0
1	7.56307243974195	0
1	9.07499413069979	0
1	5.52764722636056	0
1	8.11046093548606	0
1	4.93940466953885	0
1	-0.321158867783989	0
1	2.71419596914147	0
1	4.15439371908288	0
1	2.06081753325998	0
1	3.13534190568576	0
1	8.08350017189722	0
1	3.61185303849989	0
1	14.7577466121226	0
1	2.44476046765507	0
1	5.88826744001823	0
1	3.04474040781165	0
1	5.32389918708107	0
1	2.47378596763627	0
1	1.1326257215254	0
1	11.1268377708767	0
1	0.317469648841269	0
1	13.8490793011679	0
1	4.01989431193118	0
1	7.65339134041168	0
1	4.38165457688311	0
1	1.1371039062817	0
1	2.20894814040502	0
1	10.2892725011752	0
1	8.48548990112927	0
1	3.68208522494342	0
1	8.4765310343228	0
1	9.34837407423894	0
1	3.07857635164949	0
1	7.2798189143299	0
1	6.15610641991942	0
1	-0.142907778321387	0
1	9.27293815158678	0
1	2.0982078041663	0
1	9.65965434419219	0
1	-0.148064794940074	0
1	2.68589978734744	0
1	1.25385013463343	0
1	0.79051291917728	0
1	2.12294813924888	0
1	9.02826433377465	0
1	10.9156578513234	0
1	11.5206430384198	0
1	9.68467876178348	0
1	1.91010902651787	0
1	2.77447815608451	0
1	6.28121768345242	0
1	5.31239821044149	0
1	5.61595378247751	0
1	3.32259900951617	0
1	0.421278453547899	0
1	11.2282662788883	0
1	5.29274988542538	0
1	5.09307216135443	0
1	1.98588312896555	0
1	6.55776487074047	0
1	10.8572643536451	0
1	9.5494837667534	0
1	9.44257543115604	0
